genre_ids,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count,nome_no_dataset,data_no_dataset
[35],9421,fr,Le Dîner de cons,"For Pierre Brochant and his friends, Wednesday is “Idiots' Day”. The idea is simple: each person has to bring along an idiot. The one who brings the most spectacular idiot wins the prize. Tonight, Brochant is ecstatic. He has found a gem. The ultimate idiot, “A world champion idiot!”. What Brochant doesn’t know is that Pignon is a real jinx, a past master in the art of bringing on catastrophes...",2.4051,1998-04-15,The Dinner Game,7.764,1981,Le dîner de cons,1998
"[28, 10749, 80]",11220,cn,墮落天使,"An assassin goes through obstacles as he attempts to escape his violent lifestyle despite the opposition of his partner, who is secretly attracted to him.",7.4011,1995-09-06,Fallen Angels,7.663,1172,Do lok tin si,1995
"[35, 18, 10749]",11010,it,Il postino,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,1.2885,1994-04-07,The Postman,7.929,1169,Il postino,1994
"[10751, 35, 16, 12]",11621,ja,紅の豚,"In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.",8.5661,1992-07-18,Porco Rosso,7.8,3487,Kurenai no buta,1992
"[53, 9648]",8740,nl,Spoorloos,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",1.5443,1988-10-27,The Vanishing,7.457,718,Spoorloos,1988
"[99, 10770]",776669,de,Die Abtei des Verbrechens - Umberto Ecos „Der Name der Rose“ wird verfilmt,"A German TV documentary that chronicles the daily rehearsals, the filming and all the behind the scenes of Jean-Jacques Annaud's classic ""The Name of the Rose"". From actors perspectives to the ideas used by the director to produce an impeccable international epic adaptation of Umberto Eco's best selling novel, the film presents the obstacles behind the creation of a production of such large scale and also the making of the many difficult scenes, most of the ones presented here are the characters' murders inside the mysterious abbey.",0.1812,1986-10-11,The Abbey of Crime: Umberto Eco's 'The Name of the Rose',6.5,4,Der Name der Rose,1986
"[16, 12, 35, 80]",15371,ja,ルパン三世 カリオストロの城,"After a successful robbery leaves famed thief Lupin the Third and his partner Jigen with nothing but a large amount of expertly crafted counterfeit bills, he decides to track down the forgers responsible—and steal any other treasures he may find in the Castle of Cagliostro, including the 'damsel in distress' he finds imprisoned there.",4.0376,1979-07-06,Lupin the Third: The Castle of Cagliostro,7.509,1074,Rupan sansei: Kariosutoro no shiro,1979
"[53, 27, 9648, 18]",11482,en,Le locataire,A quiet and inconspicuous man rents an apartment in Paris where he finds himself drawn into a rabbit hole of dangerous paranoia.,1.7804,1976-05-26,The Tenant,7.624,1173,Le locataire,1976
"[18, 10749]",649,fr,Belle de jour,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",3.1764,1967-05-24,Belle de Jour,7.319,960,Belle de jour,1967
"[18, 27, 53]",31417,fr,Les Yeux sans visage,"Dr. Génessier is riddled with guilt after an accident that he caused disfigures the face of his daughter, the once beautiful Christiane, who outsiders believe is dead. Dr. Génessier, along with accomplice and laboratory assistant Louise, kidnaps young women and brings them to the Génessier mansion. After rendering his victims unconscious, Dr. Génessier removes their faces and attempts to graft them on to Christiane's.",1.1272,1960-01-11,Eyes Without a Face,7.6,763,Les yeux sans visage,1960
[18],429174,ru,Нелюбовь,"Zhenya and Boris are going through a vicious divorce marked by resentment, frustration and recriminations. Already embarking on new lives, each with a new partner, they are impatient to start again, to turn the page – even if it means threatening to abandon their 12-year-old son Alyosha. Until, after witnessing one of their fights, Alyosha disappears.",1.9448,2017-06-01,Loveless,7.321,775,Nelyubov,2017
"[18, 80]",265180,ru,Левиафан,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",2.0901,2014-09-24,Leviathan,7.388,901,Leviafan,2014
"[53, 9648]",111083,es,El cuerpo,"A woman’s body disappears mysteriously from the morgue without a trace. Police inspector Jaime Peña investigates the strange occurrence with the help of Álex Ulloa, the widower of the missing woman.",2.4874,2012-12-21,The Body,7.521,1327,El cuerpo,2012
"[14, 16, 10751]",51739,ja,借りぐらしのアリエッティ,"14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",8.6946,2010-07-16,The Secret World of Arrietty,7.661,2976,Kari-gurashi no Arietti,2010
[18],44716,da,Hævnen,"The lives of two Danish families cross each other, and an extraordinary but risky friendship comes into bud. But loneliness, frailty and sorrow lie in wait.",1.3268,2010-08-26,In a Better World,7.126,424,Hævnen,2010
"[28, 53, 18]",33273,es,Celda 211,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.",2.7521,2009-11-06,Cell 211,7.4,1294,Celda 211,2009
"[18, 27, 9648, 53]",63311,es,La piel que habito,A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.,12.1292,2011-08-17,The Skin I Live In,7.493,4407,La piel que habito,2011
"[18, 53]",7735,de,Die Welle,A school teacher discusses types of government with his class. His students find it too boring to repeatedly go over national socialism and believe that dictatorship cannot be established in modern Germany. He starts an experiment to show how easily the masses can become manipulated.,3.4514,2008-03-13,The Wave,7.486,3450,Die Welle,2008
"[10402, 18]",1407,fr,La Môme,"From the mean streets of the Belleville district of Paris to the dazzling limelight of New York's most famous concert halls, Edith Piaf's life was a constant battle to sing and survive, to live and love. Raised in her grandmother's brothel, Piaf was discovered in 1935 by nightclub owner Louis Leplee, who persuaded her to sing despite her extreme nervousness. Piaf became one of France's immortal icons, her voice one of the indelible signatures of the 20th century.",3.0548,2007-02-14,La Vie en Rose,7.392,1661,La Vie En Rose,2007
"[18, 28]",7549,zh,霍元甲,"After going through a series of tragic events in his life, martial arts master Huo Yuanjia returns to Tianjin and must fight four international soldiers, in order to safeguard his nation's pride.",3.9305,2006-01-26,Fearless,7.5,1330,Huo Yuan Jia,2006
[],1317499,ja,私の志集 三〇〇円,miniDV film by Yukiyasu Shimada.,0.0478,2006-07-16,My Poetic Works 300 Yen,0.0,0,300,2006
"[18, 35, 10749]",8424,fr,Jeux d'enfants,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.",1.2149,2003-09-17,Love Me If You Dare,7.236,1823,Jeux d'enfants,2003
"[18, 10749, 10752]",2841,fr,Un long dimanche de fiançailles,"Young Frenchwoman Mathilde searches for the truth about her missing fiancé, lost during World War I, and learns many unexpected things along the way. The love of her life is gone. But she refuses to believe he's gone forever — and she needs to know for sure.",3.1466,2004-10-27,A Very Long Engagement,7.323,1252,Un long dimanche de fiançailles,2004
"[28, 18, 53]",4689,ko,복수는 나의 것,"A deaf man and his girlfriend resort to desperate measures in order to fund a kidney transplant for his sister. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge.",3.221,2002-03-29,Sympathy for Mr. Vengeance,7.471,1533,Boksuneun naui geot,2002
"[27, 53, 878]",170,en,28 Days Later,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",19.7196,2002-10-31,28 Days Later,7.238,7774,28 Days Later...,2002
"[18, 10749]",1391,es,Y tu mamá también,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",6.6653,2001-06-08,Y Tu Mamá También,7.416,1626,Y tu mamá también,2001
"[12, 14]",671,en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",41.0528,2001-11-16,Harry Potter and the Philosopher's Stone,7.901,28557,Harry Potter and the Sorcerer's Stone,2001
"[28, 18, 53]",104,de,Lola rennt,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",2.7259,1998-08-20,Run Lola Run,7.293,2399,Lola rennt,1998
"[35, 18, 9648]",109,fr,Trois couleurs : Blanc,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikołaj to smuggle him back to their homeland.",3.4516,1994-01-26,Three Colors: White,7.451,1247,Trois couleurs: Blanc,1994
"[16, 18, 10749]",15080,ja,おもひでぽろぽろ,"In lyrical switches between the present and the past, Taeko contemplates the arc of her life, and wonders if she has been true to the dreams of her childhood self.",3.8782,1991-07-20,Only Yesterday,7.381,1169,Omohide poro poro,1991
